product_id,name,rating,price,reviews,category,subcategory,weight
6856,Rubbermaid Commercial Products Stainless Steel Instant Read Oven/Grill/Smoker Monitoring Thermometer,4.6,7.00,23332,Home & Kitchen,Kitchen Utensils & Gadgets,23332
6857,Super Smash Bros. Ultimate - Nintendo Switch,4.8,47.35,25666,Video Games,Nintendo Switch,25666
6858,What Should Danny Do? (The Power to Choose Series),4.8,13.77,9760,Books,Reference,9760
6859,"(2020 Upgraded) Meidase SL122 Pro Trail Camera, 16MP 1080P, Enhanced Night Vision, 0.2s Motion Activated, 2.4” LCD…",4.3,49.99,1749,Electronics,Surveillance Cameras,1749
6860,"The Honest Company Club Box Overnight Baby Diapers, Sleepy Sheep, Size 3 (60 Count)",4.6,24.18,4647,Baby,Baby Care,4647
6861,Water Flosser Professional Cordless Dental Oral Irrigator - 300ML Portable and Rechargeable IPX7 Waterproof 3 Modes…,4.4,36.99,23818,Health & Household,Oral Care,23818
6862,"DEWALT DCA1820 Dewalt Battery Adapter for 18V Tools, 20V and DCB205-2 20V MAX XR 5.0Ah Lithium Ion Battery, 2-Pack",4.6,39.00,5839,"Patio, Lawn & Garden",Mowers & Outdoor Power Tools,5839
6863,"Fire TV Recast, over-the-air DVR, 500 GB, 75 hours, DVR for cord cutters",4.0,129.99,8552,Amazon Devices & Accessories,Amazon Devices,8552
6864,"L'Oreal Paris Makeup Telescopic Original Lengthening Mascara, Black, 0.27 Fl Oz (1 Count)",4.4,8.35,11132,Beauty & Personal Care,Makeup,11132
6865,"Summer 3Dlite Convenience Stroller, Black (2016)",4.6,69.99,5973,Baby,Strollers,5973
6866,"Brain Supplement Nootropics Booster - Enhance Focus, Boost Concentration, Improve Memory & Clarity For Men & Women…",4.1,17.83,19074,Health & Household,Vitamins & Dietary Supplements,19074
6867,AmazonBasics Full Synthetic Motor Oil - 5W-40 - 1 Gallon,4.8,16.99,5254,Automotive,Oils & Fluids,5254
6868,Baby Trend Snap-N-Go EX Universal Infant Car Seat Carrier,4.5,62.99,3330,Baby,Strollers,3330
6869,"Shurflo 2088-554-144 Fresh Water Pump, 12 Volts, 3.5 Gallons Per Minute, 45 Psi",4.6,65.50,2324,Industrial & Scientific,"Hydraulics, Pneumatics & Plumbing",2324
6870,Millet Spray for Birds,4.7,3.00,9039,Pet Supplies,Birds,9039
6871,2020/2021 ASVAB For Dummies: Book + 7 Practice Tests Online + Flashcards + Video,4.7,21.00,1163,Books,Test Preparation,1163
6872,Bright Baby Touch & Feel Baby Animals (Bright Baby Touch and Feel),4.7,1.26,3283,Books,Reference,3283
6873,EASTHILL Big Capacity Pencil Pen Case Office College School Large Storage High Capacity Bag Pouch Holder Box Organizer…,4.7,12.99,7681,"Arts, Crafts & Sewing",Organization & Storage,7681
6874,"Handwriting Workbook for Kids: 3-in-1 Writing Practice Book to Master Letters, Words & Sentences",4.7,8.99,1263,Books,Test Preparation,1263
6875,Wieco Art Framed Art the Cloud Tree Wall Art HD print of Oil Paintings Giclee Landscape Canvas Prints for Home…,4.6,19.99,4018,Home & Kitchen,Wall Décor,4018
6876,Home Office Chair Ergonomic Desk Chair Mesh Computer Chair with Lumbar Support Armrest Executive Rolling Swivel…,4.2,49.99,4982,Home & Kitchen,Furniture,4982
6877,iPartsPlusMore Reusable K Cups and Filters - For Keurig 2.0 & 1.0 Brewers - Universal Fit Refillable Single Cup Coffee…,4.4,8.95,14580,Tools & Home Improvement,Appliances,14580
6878,Hamilton (Original Broadway Cast Recording) [Explicit],4.6,18.99,9414,Digital Music,Albums,9414
6879,Legendary Foods Tasty Pastry Toaster Pastries | Low Carb/Keto Breakfast | No Added Sugar | Balanced Keto Snacks to Go…,3.4,24.99,5913,Grocery & Gourmet Food,Breakfast Foods,5913
6880,"Sisma 80 Games Holder Cartridges Storage Case for Nintendo Switch PS Vita Physical Games and SD Cards, Black",4.8,16.99,854,Video Games,PlayStation Vita,854
6881,"Powecom KN95 Face Mask Reusable, Disposable Masks on FDA EUA List, Protection for Dust Pollen, 10 Pack",4.5,18.88,2784,Industrial & Scientific,Occupational Health & Safety Products,2784
6882,Trojan Mangum Bareskin Lubricated Condoms,4.8,15.97,3231,Health & Household,Sexual Wellness,3231
6883,24 Pieces Kraft Paper Party Favor Bags with Handle Assorted Colors (Rainbow),4.7,11.99,1123,Industrial & Scientific,Retail Store Fixtures & Equipment,1123
6884,pzoz Compatible Apple Watch Series 6/5 /4 /SE 44mm Case with Screen Protector Accessories Slim Guard Thin Bumper Full…,4.3,10.99,14664,Electronics,Wearable Technology,14664
6885,"Waykar 40 Pint Dehumidifier for Home and Basements in Spaces up to 2000 Sq Ft, Auto or Manual Drain,0.66 Gallon Water…",4.4,169.99,3286,Automotive,RV Parts & Accessories,3286
6886,6 Pack 12Oz Stemless Wine Tumbler Wine Glasses Set Stainless Steel Wine Tumbler Cups with Lid and Straw Set of 6 for…,4.8,27.14,835,Kitchen & Dining,Glassware & Drinkware,835
6887,"Plum Organics Mighty 4, Organic Toddler Food, Variety Pack, 4 Ounce (Pack of 18)",4.8,22.46,1000,Baby,Baby Foods,1000
6888,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),4.8,13.45,9249,Books,Reference,9249
6889,Retainer Brite Tablets for Cleaner Retainers and Dental Appliances - 96 Count,4.7,20.90,12892,Industrial & Scientific,Professional Dental Supplies,12892
6890,"Cube Key Finder Smart Tracker Bluetooth Tracker for Dogs, Kids, Cats, Luggage, Wallet, with app for Phone, Replaceable…",3.9,24.95,3610,Electronics,GPS & Navigation,3610
6891,Whistler WS1010 Analog Handheld Scanner (Black),4.2,86.99,1039,Office Products,Scanners,1039
6892,"Blue Buffalo Wilderness High Protein, Natural Adult Dry Cat Food",4.7,12.98,7186,Pet Supplies,Cats,7186
6893,"DII Classic Buffalo Check Tabletop Collection for Family Dinners, Special Occasions, Barbeques, Picnics and Everyday Use…",4.8,6.45,10498,Home & Kitchen,Kitchen & Table Linens,10498
6894,"Philips Sonicare HX9023/65 Genuine C2 Optimal Plaque Control Toothbrush Head, 3 Pack, White",4.8,24.99,16435,Health & Household,Oral Care,16435
6895,"SINGER60110All Purpose Polyester Thread, 150 yards, Black",4.6,2.72,699,"Arts, Crafts & Sewing",Thread & Floss,699
6896,"Relationship Goals: How to Win at Dating, Marriage, and Sex",4.9,9.80,10903,Books,Parenting & Relationships,10903
6897,"Cuisinart C77TR-16P Triple Rivet Collection 16-Piece Cutlery Block Set, Stainless Steel",4.6,4.38,2632,Home & Kitchen,Cutlery & Knife Accessories,2632
6898,"If You Tell: A True Story of Murder, Family Secrets, and the Unbreakable Bond of Sisterhood",4.4,4.99,18363,Kindle Store,Whispersync for Voice,18363
6899,"Zerex DEX-COOL Antifreeze/Coolant, Concentrated - 1gal (ZXEL1)",4.8,15.31,1678,Automotive,Oils & Fluids,1678
6900,Succulent Plants (12 Pack) Fully Rooted in Planter Pots with Soil | Real Live Potted Succulents / Unique Indoor Cactus…,4.3,29.49,728,Grocery & Gourmet Food,Fresh Flowers & Live Indoor Plants,728
6901,Sierra Concepts 2-Pack Striped Door Floor Mat - Indoor Outdoor Rug Entryway Welcome Mats with Rubber Backing for Shoe…,4.6,19.98,5894,"Patio, Lawn & Garden",Outdoor Décor,5894
6902,"Rii Primer RGB Compact Gaming Office Keyboard RK104,Backlight Keyboard,Small 87 Keys No Number Pad Keyboard for Windows…",4.3,14.99,680,Video Games,Microconsoles,680
6903,"NUKELOLO Sport Band Compatible with Apple Watch 38MM 40MM 42MM 44MM,Soft Silicone Replacement Strap Compatible for Apple…",4.6,6.99,859,Electronics,Wearable Technology,859
6904,"13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain…",4.6,11.99,2105,Books,"Health, Fitness & Dieting",2105
6905,"Numark Party Mix | Complete DJ Controller Set for Serato DJ with 2 Decks, Party Lights, Headphone Output, Performance…",4.2,96.88,4134,Musical Instruments,"DJ, Electronic Music & Karaoke",4134
6906,"Franco Kids Bedding Super Soft Plush Throw, 46"" x 60"", Baby Shark",4.8,14.52,5940,Toys & Games,Kids' Furniture & Room Décor,5940
6907,Creative Kids Air Dry Clay Modeling Crafts Kit For Children - Super Light Nontoxic - 30 Vibrant Colors & 3 Clay Tools…,4.7,14.99,848,Toys & Games,Arts & Crafts,848
6908,"CRZKO Kids Protective Gear, Knee Pads and Elbow Pads 6 in 1 Set with Wrist Guard and Adjustable Strap for Rollerblading…",4.4,14.99,4547,Toys & Games,"Bikes, Skates & Ride-Ons",4547
6909,"Helect (NOT for Human) Infrared Thermometer, Non-Contact Digital Laser Temperature Gun -58°F to 1022°F (-50°C to 550°C…",4.5,19.98,8044,Home & Kitchen,Home Brewing & Wine Making,8044
6910,Sonic The Hedgehog 4 Episode I,4.0,2.99,1140,Apps & Games,Games,1140
6911,"KINCMAX Shower Caddy Basket Shelf with Hooks for Hanging Sponge and Razor,Shampoo Holder Organizer,No Drilling Adhesive…",4.8,18.46,5937,Home & Kitchen,Bath,5937
6912,Melissa & Doug U.S.A. 51pc Floor Puzzle,4.7,12.96,4392,Toys & Games,Puzzles,4392
6913,"EMINTA Dual-Sided Desk Pad Protector with Sewing Edge (2021 New), Waterproof PU Leather Laptop Desk Mat Desk Blotter…",4.8,14.44,10025,Home & Kitchen,Home Décor,10025
6914,"Yorkim 194 LED Bulbs Green Super Bright Newest 5th Generation, T10 LED Bulbs, 168 LED Bulb, LED Bulbs for Car Interior…",4.5,9.99,3017,Automotive,Light & Lighting Accessories,3017
6915,SUNGAIT Vintage Round Sunglasses for Women Men Classic Retro Designer Style,4.7,10.82,24297,"Clothing, Shoes & Jewelry",Girls,24297
6916,"Korg nanoKONTROL2 Slim-Line USB Control Surface, Black",4.4,48.70,2375,Musical Instruments,Keyboards,2375
6917,HGTV Magazine,4.5,19.99,4927,Magazine Subscriptions,Home & Garden,4927
6918,Handmade with Love by Fatima. As seen in Monica's Door. It has Two Side Tape in the back. Handmade. Yellow Frame for…,4.8,26.95,710,Handmade Products,Home & Kitchen,710
6919,"SanDisk 64GB Ultra microSDXC UHS-I Memory Card with Adapter - 100MB/s, C10, U1, Full HD, A1, Micro SD Card - SDSQUAR…",4.7,12.49,439910,Electronics,Accessories,439910
6920,"Planet Audio AC12D Car Subwoofer - 1800 Watts Maximum Power, 12 Inch, Dual 4 Ohm Voice Coil, Sold Individually",3.9,45.99,701,Electronics,Marine Electronics,701
6921,Philips Norelco Shaver 2300 S1211/81,4.3,29.95,2376,Beauty & Personal Care,Tools & Accessories,2376
6922,"Seagate Backup Plus Portable 4TB External Hard Drive HDD – Silver USB 3.0 For PC Laptop And Mac, 1 year MylioCreate, 2…",4.7,87.99,65624,Computers & Accessories,External Components,65624
6923,CHEROKEE Workwear Revolution Mock Wrap Scrub Top,4.6,18.98,14674,Industrial & Scientific,Professional Medical Supplies,14674
6924,Microsoft 4N6-00001 Xbox Controller + Cable for Windows,4.4,58.99,4111,Video Games,Xbox 360,4111
6925,Kaytee Nut & Fruit Blend Wild Bird Food,4.7,12.79,866,Pet Supplies,Birds,866
6926,"Keurig K-Classic Coffee Maker, Single Serve K-Cup Pod Coffee Brewer, 6 to 10 Oz. Brew Sizes, Black",4.6,79.00,38333,Kitchen & Dining,"Coffee, Tea & Espresso Appliances",38333
6927,Cotton Cute Mouth Face Mouth Cover- Reusable Cotton Comfy Breathable Outdoor Fashion Face Protections Man and Woman,4.3,7.21,14559,Industrial & Scientific,Occupational Health & Safety Products,14559
6928,"Bike Nook Bicycle Stand, Portable and Stationary Space-Saving Rack with Adjustable Height, for Indoor Bike Storage",4.2,53.95,2954,Tools & Home Improvement,Storage & Home Organization,2954
6929,"Sanding Sponge, Auerllcy Coarse/Medium/Fine/Superfine 4 Different Specifications Sanding Blocks Assortment,Washable and…",4.7,6.99,2057,Industrial & Scientific,Abrasive & Finishing Products,2057
6930,"SYLVANIA Mini Christmas Lights, Multi",4.6,6.99,780,Home & Kitchen,Seasonal Décor,780
6931,Cosmopolitan,4.1,12.00,3573,Magazine Subscriptions,Fashion & Style,3573
6932,Dupli-Color General Purpose Acrylic Enamel Crystal Clear 12 oz.,4.5,6.84,773,Automotive,Paint & Paint Supplies,773
6933,"Pioneer Jumbo Scrapbook Storage Box, Black, 14.75 Inch x 13 Inch x 3.75 Inch",4.6,9.80,1156,"Arts, Crafts & Sewing",Organization & Storage,1156
6934,"DampRid Fresh Scent Hanging Bag Absorber for Closets Traps Excess Moisture for Fresher, Cleaner Air, 3 Pack (16 oz. ea.)",4.7,10.99,14689,Home & Kitchen,"Heating, Cooling & Air Quality",14689
6935,"Burt's Bees Baby Baby Girls' Sleep & Play, Organic One-Piece Romper-Jumpsuit Pj, Zip Front Footed Pajama",4.8,11.16,5393,"Clothing, Shoes & Jewelry",Baby,5393
6936,"TaoTronics Light Therapy Lamp, Ultra-Thin UV-Free 10000 Lux Therapy Light, Timer Function, Adjustable Brightness Levels…",4.8,26.34,2683,Health & Household,Wellness & Relaxation,2683
6937,Mario Kart 8 Deluxe - Nintendo Switch,4.9,41.69,26152,Video Games,Nintendo Switch,26152
6938,"MOTOPOWER MP00205A 12V 800mA Automatic Battery Charger, Battery Maintainer, Trickle Charger, and Battery Desulfator with…",4.5,18.50,3272,Automotive,Replacement Parts,3272
6939,Show Mode Charging Dock for Fire HD 10 (Compatible with 7th Generation Tablet – 2017 Release),4.3,27.99,5191,Electronics,eBook Readers & Accessories,5191
6940,"Fengbao 2PCS Kitchen Sink Strainer - Stainless Steel, Large Wide Rim 4.5"" Diameter",4.8,8.49,17097,Tools & Home Improvement,Rough Plumbing,17097
6941,"External CD DVD Drive, Blingco USB 2.0 Slim Protable External CD-RW Drive DVD-RW Burner Writer Player for Laptop…",4.0,16.47,1757,Computers & Accessories,External Components,1757
6942,Adaptive Sound Technologies LectroFan High Fidelity White Noise Sound Machine with 20 Unique Non-Looping Fan and White…,4.7,30.07,6500,Baby,Nursery,6500
6943,Fujifilm InstaX Mini Instant Film Rainbow & Staind Glass & Candy Pop & Shiny Star Film -10 Sheets X 4 Assort Value Set,4.7,33.99,5839,Electronics,Camera & Photo,5839
6944,"Hallmark Large Gift Boxes with Lids (12 X-Large Shirt Boxes for Sweaters or Robes) for Christmas, Hanukkah, Holidays…",4.7,15.99,830,Industrial & Scientific,Retail Store Fixtures & Equipment,830
6945,"Listerine Total Care Anticavity Fluoride Mouthwash, 6 Benefit Mouthwash to Help Kill 99% of Germs that Cause Bad Breath…",4.8,6.57,19628,Industrial & Scientific,Professional Dental Supplies,19628
6946,"Hot Glue Gun,ccbetter upgraded version Mini Hot Melt Glue Gun with 30pcs Glue Sticks with glue gun removable Anti-hot…",4.6,10.68,8770,"Arts, Crafts & Sewing",Scrapbooking,8770
6947,"BLACK+DECKER 20V MAX Cordless Drill / Driver, 3/8-Inch (LDX120C)",4.6,39.00,13426,Tools & Home Improvement,Power & Hand Tools,13426
6948,Wireless Digital Microscope Handheld USB HD Inspection Camera 50x-1000x Magnification with Stand Compatible with iPhone…,4.3,41.99,1545,Industrial & Scientific,Science Education,1545
6949,"Zyllion Shiatsu Back and Neck Massager - Kneading Massage Pillow with Heat for Shoulders, Lower Back, Calf - Use at Home…",4.5,54.95,21073,Health & Household,Wellness & Relaxation,21073
6950,OtterBox SYMMETRY SERIES Case for iPhone 11 - ASPEN GLEAM (CITRUS/SUNFLOWER),4.7,19.95,12259,Cell Phones & Accessories,"Cases, Holsters & Clips",12259
6951,"DEERC DE45 RC Cars Remote Control Car 1:14 Off Road Monster Truck,Metal Shell 4WD Dual Motors LED Headlight Rock Crawler…",4.4,24.75,1159,Toys & Games,Hobbies,1159
6952,Western Stars - Songs From The Film,4.8,11.61,926,CDs & Vinyl,Soundtracks,926
6953,The Razor's Edge,4.8,8.49,1057,CDs & Vinyl,Hard Rock & Metal,1057
6954,"Horsemen's 10"" Jolly Ball Horse Toy",4.5,21.14,3891,Pet Supplies,Horses,3891
6955,"BLACK+DECKER IR1010 Light 'N Easy Compact Steam Iron, Teal",4.6,19.75,1780,Home & Kitchen,Irons & Steamers,1780
6956,"2 Pack Tape Measure Measuring Tape for Body Fabric Sewing Tailor Cloth Knitting Home Craft Measurements, 60-Inch Soft…",4.8,4.98,12541,Industrial & Scientific,"Test, Measure & Inspect",12541
6957,Starbucks Medium Roast Ground Coffee — Breakfast Blend — 100% Arabica — 1 bag (20 oz.),4.7,8.99,11004,Grocery & Gourmet Food,Beverages,11004
6958,"KOSIN Safe Sound Personal Alarm, 8 Pack 140DB Personal Security Alarm Keychain with LED Lights, Emergency Safety Alarm…",4.7,21.99,1926,Electronics,Security & Surveillance,1926
6959,"Keurig K-Mini Coffee Maker, Single Serve K-Cup Pod Coffee Brewer, 6 to 12 oz. Brew Sizes, Black",4.6,77.90,18961,Kitchen & Dining,"Coffee, Tea & Espresso Appliances",18961
6960,Elite Series 2 Controller - Black,4.4,130.00,10431,Video Games,Xbox One,10431
6961,"SUNWILL Insulated Wine Tumbler with Lid Rose Gold, Double Wall Stainless Steel Stemless Insulated Wine Glass 12oz…",4.7,9.99,4643,Kitchen & Dining,Glassware & Drinkware,4643
6962,"The Northwest Company Officially Licensed NFL Marque Printed Fleece Throw Blanket, 50"" x 60"", Team Color",4.6,11.14,9826,Sports & Outdoors,Fan Shop,9826
6963,The Screwtape Letters,4.7,11.93,5733,Books,Christian Books & Bibles,5733
6964,"AmazerBath Shower Cap, 4-Pack Shower Caps for Women, Double Waterproof Layers Bathing Shower Hat Hair Protection EVA…",4.4,7.99,1881,Health & Household,Bath & Bathing Accessories,1881
6965,"MRQ 14 Inch Full HD Digital Photo Frame Native 1080P High-Resolution IPS Screen, Digital Picture Frame with 180° Viewing…",4.4,99.99,861,Electronics,Digital Picture Frames,861
6966,"FDoc Non-Contact Forehead Thermometer Infrared IR Digital Medical Body Laser Gun to Measure Temperature Fever, FDA…",4.6,39.95,2405,Industrial & Scientific,"Test, Measure & Inspect",2405
6967,Stoner Coloring Book for Adults: The Stoner's Psychedelic Coloring Book,4.7,7.99,6032,Books,Comics & Graphic Novels,6032
6968,"Sprout Organic Baby Food Pouches Stage 3, Organically Sourced Meat and Plant Protein Variety Sampler 8 Flavor, 4 Ounce…",4.6,20.28,1307,Baby,Baby Foods,1307
6969,"Ravensburger Cozy Retreat 500 Piece Large Format Jigsaw Puzzle for Adults - Every Piece is Unique, Softclick Technology…",4.8,18.49,1932,Toys & Games,Puzzles,1932
6970,"Wyness 42V 2A Battery Charger 3-Prong Inline Connector Power Supply for Pocket Mod,Dirt Quad,and Sports Mod 0.31 inch…",4.1,14.90,1327,Toys & Games,"Bikes, Skates & Ride-Ons",1327
6971,"Pro Dough Pastry Scraper/Cutter/Chopper Stainless Steel Mirror Polished with Measuring Scale Multipurpose- Cake, Pizza…",4.8,6.99,7633,Home & Kitchen,Kitchen Utensils & Gadgets,7633
6972,Liquid Swords,4.8,10.67,930,CDs & Vinyl,Miscellaneous,930
6973,"LEGO Classic Green Baseplate 2304 Supplement for Building, Playing, and Displaying LEGO Creations, 10in x 10in, Large…",4.8,5.99,13195,Toys & Games,Preschool,13195
6974,"Packing Paper Sheets for Moving - 10lb - 320 Sheets of Newsprint Paper - Must Have in Your Moving Supplies - 27"" x 17…",4.8,21.47,1412,Office Products,"Envelopes, Mailers & Shipping Supplies",1412
6975,"Baby Monitor, Conico 1080P HD Wireless Camera Pet Cam with Sound Motion Detection, Home Wireless Security Camera with 2…",4.4,19.99,1744,Electronics,Security & Surveillance,1744
6976,"AstroAI AC to DC Converter, 10A/110Vto12V DC/120W/7.78FT, Car Cigarette Lighter Socket AC/DC Power Supply Adapter…",4.6,23.99,1041,"Patio, Lawn & Garden",Generators & Portable Power,1041
6977,"Medpride Medical Vinyl Examination Gloves | Latex and Powder Free | Disposable, Ultra-Strong, Clear | Food Handling Use",4.1,17.99,1417,Home & Kitchen,Cleaning Supplies,1417
6978,Scissor Skills Preschool Workbook for Kids: A Fun Cutting Practice Activity Book for Toddlers and Kids ages 3-5: Scissor…,4.7,5.99,4428,Books,Test Preparation,4428
6979,Tile Sport (2017) - 1-pack - Discontinued by Manufacturer,4.3,16.13,6155,Electronics,GPS & Navigation,6155
6980,Appetite For Destruction [Vinyl Reissue],4.7,17.35,1915,CDs & Vinyl,Hard Rock & Metal,1915
6981,Maydear Full Range of Embroidery Starter Kits Stamped Cross Stitch Kits Beginners for DIY Embroidery (Multiple Pattern…,4.4,9.99,982,"Arts, Crafts & Sewing",Needlework,982
6982,"Canon Pixma TS6320 Wireless All-In-One Photo Printer with Copier, Scanner and Mobile Printing, Black, Amazon Dash…",4.4,129.99,1760,Office Products,Printers,1760
6983,"Gaming Keyboard and Mouse Combo, K1 LED Rainbow Backlit Keyboard with 104 Key Computer PC Gaming Keyboard for PC/Laptop…",4.6,29.99,1736,Video Games,Mac Games,1736
6984,Rain-X 600001 Windshield Repair Kit,3.9,9.82,11174,Automotive,Tools & Equipment,11174
6985,"Wilton Perfect Results 13.25 by 9.25-Inch Nonstick Cookie Pan, Small",4.8,7.29,3134,Home & Kitchen,Bakeware,3134
6986,"Tradespro 836341 Aluminum Rivet Assortment, 500-Piece, Multiple Sizes",4.6,13.68,1924,Industrial & Scientific,Fasteners,1924
6987,Trace Letters: Alphabet Handwriting Practice workbook for kids: Preschool writing Workbook with Sight words for Pre K…,4.8,6.75,5016,Books,Education & Teaching,5016
6988,Ultimate Sinatra [2 LP],4.8,25.97,2529,CDs & Vinyl,Pop,2529
6989,Adar Underscrubs for Women - Long Sleeve Underscrub Comfort Tee,4.3,10.39,5233,"Clothing, Shoes & Jewelry",Novelty & More,5233
6990,145 Yard 1/4 Inch Wide Black Elastic String Cord Bands Rope for Sewing Crafts DIY Mask (1/4 Inch 145 Yards),4.7,5.99,7348,"Arts, Crafts & Sewing",Sewing,7348
6991,AllRecipes,4.4,5.00,4217,Magazine Subscriptions,Food & Gourmet,4217
6992,"LEASTYLE Wireless LED Puck Lights with Remote Control 6 Pack, LED Under Cabinet Lighting,Puck Lights Battery Operated…",4.2,17.99,2400,Office Products,Office Lighting,2400
6993,BENCMATE Protective Inflatable Collar for Dogs and Cats - Soft Pet Recovery Collar Does Not Block Vision E-Collar,4.0,13.98,12398,Pet Supplies,Cats,12398
6994,"MoKo Case Fits Kindle Paperwhite (10th Generation, 2018 Releases), Thinnest Lightest Smart Shell Cover with Auto Wake…",4.5,10.99,1418,Electronics,eBook Readers & Accessories,1418
6995,"Hot Shot Indoor Fogger With Odor Neutralizer, 2-Ounce, 3 count",4.3,7.55,5317,"Patio, Lawn & Garden",Farm & Ranch,5317
6996,Purina ONE SmartBlend True Instinct Adult Canned Wet Dog Food,4.6,8.42,5339,Pet Supplies,Cats,5339
6997,Asus 24x DVD-RW Serial-ATA Internal OEM Optical Drive DRW-24B1ST Black(user guide is included),4.6,19.99,5762,Computers & Accessories,External Components,5762
6998,Inkbird ITC-308 Digital Temperature Controller 2-Stage Outlet Thermostat Heating and Cooling Mode Carboy Homebrew…,4.7,35.00,2337,Industrial & Scientific,"Test, Measure & Inspect",2337
6999,"Caboodles On-The-Go Girl Retro Case , Green Lid and Pink Base",4.8,12.97,2812,"Clothing, Shoes & Jewelry",Luggage & Travel Gear,2812
7000,TOZO T6 True Wireless Earbuds Bluetooth Headphones Touch Control with Wireless Charging Case IPX8 Waterproof TWS Stereo…,4.5,39.98,48957,Electronics,Headphones,48957
7001,Care Touch Lens Cleaning Wipes | 210 Pre-Moistened and Individually Wrapped Lens Cleaning Wipes | Great for Eyeglasses…,4.5,15.99,18945,Health & Household,Vision Care,18945
7002,Kane Brown (Deluxe),4.8,10.10,1373,CDs & Vinyl,Country,1373
7003,"Premium Velvet Skirt Hangers (20 Pack) Non Slip Velvet Pants Hangers with Metal Clips, 360° Hook, Durable Ultra Thin…",4.8,22.98,2912,Industrial & Scientific,Retail Store Fixtures & Equipment,2912
7004,"Gorilla Tough & Clear Double Sided Mounting Tape, 1"" x 60"", Clear, (Pack of 1)",4.3,5.83,13569,Office Products,Office Supplies,13569
7005,"100 Glow Sticks Bulk Party Supplies - Glow in The Dark Fun Party Pack with 8"" Glowsticks and Connectors for Bracelets…",4.7,10.99,1941,Toys & Games,Party Supplies,1941
7006,"Sikaye RC Robot for Kids Intelligent Programmable Robot with Infrared Controller Toys, Dancing, Singing, Led Eyes…",4.3,19.63,1693,Toys & Games,Electronics for Kids,1693
7007,"Blue Ribbon Care Package (45 Count) Ultimate Sampler Mixed Bulk Bars, Cookies, Chips, Candy Snacks Variety Box Pack…",4.4,24.99,5045,Grocery & Gourmet Food,Food & Beverage Gifts,5045
7008,Wrangler Men's Classic 5-Pocket Regular Fit Cotton Jean,4.5,19.99,13499,"Clothing, Shoes & Jewelry",Men,13499
7009,Turkey Trouble,4.8,7.99,1368,Books,Children's Books,1368
7010,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind,4.8,10.98,5371,Books,"Health, Fitness & Dieting",5371
7011,Champion 25-Foot 30-Amp 250-Volt Generator Power Cord for Manual Transfer Switch (L14-30P to L14-30R),4.9,72.00,1177,"Patio, Lawn & Garden",Generators & Portable Power,1177
7012,"eufy Security 2K Indoor Cam Pan & Tilt, Plug-in Security Indoor Camera with Wi-Fi, IP Camera, Human & Pet AI, Voice…",4.6,47.83,1285,Electronics,Surveillance Cameras,1285
7013,"PURA D'OR Original Gold Label Anti-Thinning Biotin Shampoo (16oz) w/ Argan Oil, Nettle Extract, Saw Palmetto, Red…",4.3,29.99,24179,Beauty & Personal Care,Hair Care,24179
7014,"MIGHTY BLISS Large Electric Heating Pad for Back Pain and Cramps Relief -Extra Large [12""x24""] - Auto Shut Off - Heat…",4.7,36.17,29752,Industrial & Scientific,Professional Medical Supplies,29752
7015,Nintendo Switch Wired Internet LAN Adapter by HORI Officially Licensed by Nintendo,4.8,29.99,2833,Video Games,Wii U,2833
7016,"The Original Bear Paws Shredder Claws - Easily Lift, Handle, Shred, and Cut Meats - Essential for BBQ Pros - Ultra-Sharp…",4.7,12.95,9477,"Patio, Lawn & Garden",Grills & Outdoor Cooking,9477
7017,"NPET K10 Gaming Keyboard USB Wired Floating Keyboard, Quiet Ergonomic Water-Resistant Mechanical Feeling Keyboard, Ultra…",4.5,21.99,5753,Video Games,PC Games,5753
7018,"Spring Chef Magnetic Measuring Spoons Set, Dual Sided, Stainless Steel, Fits in Spice Jars, Set of 8",4.9,13.97,8273,Home & Kitchen,Kitchen Utensils & Gadgets,8273
7019,"LEGO Creator 3in1 Deep Sea Creatures 31088 Make a Shark, Squid, Angler Fish, and Crab with this Sea Animal Toy Building…",4.8,12.93,6954,Toys & Games,Building & Construction Toys,6954
7020,$10 PlayStation Store Gift Card [Digital Code],4.7,10.00,120918,Video Games,PlayStation 4,120918
7021,"Hot Wheels 50-Car Pack of 1:64 Scale Vehicles Individually Packaged​, Gift for Collectors & Kids Ages 3 Years Old & Up",4.8,43.99,4127,Toys & Games,Play Vehicles,4127
7022,LUOUSE Girls Stretch Leggings Kids Soft Patterns Yoga Pants Ankle Length Multipack 4-13 Years,4.4,10.14,2886,"Clothing, Shoes & Jewelry",Girls,2886
7023,essence | Lash Princess False Lash Effect Mascara | Gluten & Cruelty Free,4.4,4.99,59902,Beauty & Personal Care,Makeup,59902
7024,AccuWeight 255 Mini Digital Weight Scale for School Travel Jewelry Pocket Gram Scale 300g/0.01g with Tare and…,4.6,13.49,2378,Industrial & Scientific,Science Education,2378
7025,Cool Water by Zino Davidoff | Eau de Deodorante | Fragrance for Women | Ocean Breeze and Sea-Water Scent | 100 mL / 3.4…,4.5,13.29,6017,Beauty & Personal Care,Fragrance,6017
